"Departamento","Municipio","Año","Mes","TotalMuestras","IRCA","Riesgo"
"Amazonas","Leticia","2016","Abril",4,24.67,"MEDIO"
"Amazonas","Leticia","2016","Mayo",6,9.68,"BAJO"
"Amazonas","Leticia","2016","Junio",3,0,"SIN RIESGO"
"Amazonas","Leticia","2016","Julio",8,13.06,"BAJO"
"Amazonas","Leticia","2016","Septiembre",11,7.04,"BAJO"
"Amazonas","Leticia","2016","Octubre",3,0,"SIN RIESGO"
"Amazonas","Leticia","2016","Noviembre",5,0,"SIN RIESGO"
"Amazonas","Puerto Nariño","2016","Agosto",4,27.09,"MEDIO"
"Amazonas","Puerto Nariño","2016","Diciembre",3,28.8,"MEDIO"
"Antioquia","Abejorral","2014","Enero",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2014","Febrero",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2014","Marzo",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2014","Abril",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2014","Mayo",3,0,"SIN RIESGO"
"Antioquia","Abejorral","2014","Junio",2,13.27,"BAJO"
"Antioquia","Abejorral","2014","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Abejorral","2014","Noviembre",2,9.68,"BAJO"
"Antioquia","Abejorral","2014","Diciembre",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Enero",2,13.55,"BAJO"
"Antioquia","Abejorral","2015","Febrero",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Marzo",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Abril",2,3.87,"SIN RIESGO"
"Antioquia","Abejorral","2015","Mayo",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Junio",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Julio",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Agosto",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Septiembre",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Octubre",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2015","Noviembre",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Enero",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Febrero",1,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Abril",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Mayo",2,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Julio",4,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Agosto",5,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Septiembre",6,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Octubre",6,3.23,"SIN RIESGO"
"Antioquia","Abejorral","2016","Noviembre",5,0,"SIN RIESGO"
"Antioquia","Abejorral","2016","Diciembre",4,0,"SIN RIESGO"
"Antioquia","Abriaquí","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2014","Febrero",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2014","Abril",1,97.34,"INVIABLE SANITARIAMENTE"
"Antioquia","Abriaquí","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2014","Diciembre",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2015","Enero",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2015","Febrero",1,19.35,"MEDIO"
"Antioquia","Abriaquí","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2015","Mayo",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2015","Junio",1,19.35,"MEDIO"
"Antioquia","Abriaquí","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Abriaquí","2015","Noviembre",1,19.35,"MEDIO"
"Antioquia","Abriaquí","2016","Junio",1,19.35,"MEDIO"
"Antioquia","Abriaquí","2016","Julio",2,0,"SIN RIESGO"
"Antioquia","Abriaquí","2016","Agosto",3,8.85,"BAJO"
"Antioquia","Abriaquí","2016","Septiembre",3,6.45,"BAJO"
"Antioquia","Abriaquí","2016","Octubre",3,12.9,"BAJO"
"Antioquia","Abriaquí","2016","Noviembre",3,6.13,"BAJO"
"Antioquia","Abriaquí","2016","Diciembre",2,13.27,"BAJO"
"Antioquia","Alejandría","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2014","Febrero",1,38.7,"ALTO"
"Antioquia","Alejandría","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2014","Diciembre",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Enero",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Febrero",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Mayo",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Octubre",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2015","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Enero",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Febrero",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Mayo",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Julio",2,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Agosto",3,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Septiembre",3,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Octubre",3,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Noviembre",3,0,"SIN RIESGO"
"Antioquia","Alejandría","2016","Diciembre",2,0,"SIN RIESGO"
"Antioquia","Amagá","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Amagá","2014","Febrero",1,0,"SIN RIESGO"
"Antioquia","Amagá","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Amagá","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Amagá","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Amagá","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Amagá","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Amagá","2014","Diciembre",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Enero",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Febrero",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Mayo",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Octubre",1,0,"SIN RIESGO"
"Antioquia","Amagá","2015","Noviembre",1,18.4,"MEDIO"
"Antioquia","Amagá","2016","Enero",1,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Febrero",1,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Mayo",1,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Julio",2,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Agosto",3,1.17,"SIN RIESGO"
"Antioquia","Amagá","2016","Septiembre",3,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Octubre",2,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Noviembre",4,0,"SIN RIESGO"
"Antioquia","Amagá","2016","Diciembre",3,0,"SIN RIESGO"
"Antioquia","Amalfi","2014","Enero",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2014","Febrero",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2014","Marzo",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2014","Abril",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2014","Mayo",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2014","Junio",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2014","Noviembre",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2014","Diciembre",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Enero",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Febrero",2,19.35,"MEDIO"
"Antioquia","Amalfi","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Abril",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Mayo",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Junio",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Julio",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Agosto",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Septiembre",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Octubre",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Noviembre",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2015","Diciembre",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Febrero",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Marzo",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Mayo",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Junio",2,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Julio",6,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Agosto",6,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Septiembre",6,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Octubre",6,0,"SIN RIESGO"
"Antioquia","Amalfi","2016","Noviembre",6,0.61,"SIN RIESGO"
"Antioquia","Amalfi","2016","Diciembre",6,0,"SIN RIESGO"
"Antioquia","Andes","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Andes","2014","Febrero",1,0,"SIN RIESGO"
"Antioquia","Andes","2014","Marzo",3,62.85,"ALTO"
"Antioquia","Andes","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Andes","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Andes","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Andes","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Andes","2014","Diciembre",1,0,"SIN RIESGO"
"Antioquia","Andes","2015","Enero",1,0,"SIN RIESGO"
"Antioquia","Andes","2015","Febrero",1,0,"SIN RIESGO"
"Antioquia","Andes","2015","Marzo",1,100,"INVIABLE SANITARIAMENTE"
"Antioquia","Andes","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Andes","2015","Mayo",1,0,"SIN RIESGO"
"Antioquia","Andes","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Andes","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Andes","2015","Agosto",1,19.35,"MEDIO"
"Antioquia","Andes","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Andes","2015","Octubre",1,1.93,"SIN RIESGO"
"Antioquia","Andes","2015","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Andes","2016","Enero",2,0,"SIN RIESGO"
"Antioquia","Andes","2016","Febrero",1,0,"SIN RIESGO"
"Antioquia","Andes","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Andes","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Andes","2016","Mayo",1,0,"SIN RIESGO"
"Antioquia","Andes","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Andes","2016","Julio",2,0.97,"SIN RIESGO"
"Antioquia","Andes","2016","Agosto",3,8.27,"BAJO"
"Antioquia","Andes","2016","Septiembre",3,1.29,"SIN RIESGO"
"Antioquia","Andes","2016","Octubre",3,0.64,"SIN RIESGO"
"Antioquia","Andes","2016","Noviembre",3,0.64,"SIN RIESGO"
"Antioquia","Andes","2016","Diciembre",3,1.23,"SIN RIESGO"
"Antioquia","Angelópolis","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2014","Febrero",1,19.35,"MEDIO"
"Antioquia","Angelópolis","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2014","Diciembre",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Enero",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Febrero",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Mayo",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Octubre",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2015","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Enero",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Febrero",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Mayo",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Julio",2,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Agosto",3,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Septiembre",3,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Octubre",3,0,"SIN RIESGO"
"Antioquia","Angelópolis","2016","Noviembre",3,6.13,"BAJO"
"Antioquia","Angelópolis","2016","Diciembre",2,0,"SIN RIESGO"
"Antioquia","Angostura","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Angostura","2014","Febrero",1,0,"SIN RIESGO"
"Antioquia","Angostura","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Angostura","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Angostura","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Angostura","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Angostura","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Angostura","2014","Diciembre",1,17.64,"MEDIO"
"Antioquia","Angostura","2015","Enero",1,0,"SIN RIESGO"
"Antioquia","Angostura","2015","Febrero",1,17.64,"MEDIO"
"Antioquia","Angostura","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Angostura","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Angostura","2015","Mayo",1,7.05,"BAJO"
"Antioquia","Angostura","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Angostura","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Angostura","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Angostura","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Angostura","2015","Octubre",1,0,"SIN RIESGO"
"Antioquia","Angostura","2015","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Enero",1,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Febrero",1,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Mayo",1,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Julio",2,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Agosto",3,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Septiembre",3,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Octubre",3,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Noviembre",2,0,"SIN RIESGO"
"Antioquia","Angostura","2016","Diciembre",2,0,"SIN RIESGO"
"Antioquia","Anorí","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Anorí","2014","Febrero",2,0,"SIN RIESGO"
"Antioquia","Anorí","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Anorí","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Anorí","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Anorí","2014","Junio",1,7.74,"BAJO"
"Antioquia","Anorí","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Anorí","2014","Diciembre",1,51.61,"ALTO"
"Antioquia","Anorí","2015","Enero",1,19.35,"MEDIO"
"Antioquia","Anorí","2015","Febrero",1,19.35,"MEDIO"
"Antioquia","Anorí","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Anorí","2015","Abril",1,7.74,"BAJO"
"Antioquia","Anorí","2015","Mayo",1,0,"SIN RIESGO"
"Antioquia","Anorí","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Anorí","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Anorí","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Anorí","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Anorí","2015","Octubre",1,0,"SIN RIESGO"
"Antioquia","Anorí","2015","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Anorí","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Anorí","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Anorí","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Anorí","2016","Julio",3,0,"SIN RIESGO"
"Antioquia","Anorí","2016","Agosto",3,0,"SIN RIESGO"
"Antioquia","Anorí","2016","Septiembre",3,0,"SIN RIESGO"
"Antioquia","Anorí","2016","Octubre",3,0,"SIN RIESGO"
"Antioquia","Anorí","2016","Noviembre",3,9.81,"BAJO"
"Antioquia","Anorí","2016","Diciembre",3,0,"SIN RIESGO"
"Antioquia","Anza","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Anza","2014","Febrero",1,0,"SIN RIESGO"
"Antioquia","Anza","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Anza","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Anza","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Anza","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Anza","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Anza","2014","Diciembre",1,19.35,"MEDIO"
"Antioquia","Anza","2015","Enero",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Febrero",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Mayo",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Anza","2015","Noviembre",1,19.35,"MEDIO"
"Antioquia","Anza","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Anza","2016","Mayo",1,0,"SIN RIESGO"
"Antioquia","Anza","2016","Julio",2,0,"SIN RIESGO"
"Antioquia","Anza","2016","Agosto",2,0,"SIN RIESGO"
"Antioquia","Anza","2016","Septiembre",3,0,"SIN RIESGO"
"Antioquia","Anza","2016","Octubre",3,0,"SIN RIESGO"
"Antioquia","Anza","2016","Noviembre",2,0,"SIN RIESGO"
"Antioquia","Anza","2016","Diciembre",3,0,"SIN RIESGO"
"Antioquia","Apartadó","2014","Enero",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2014","Febrero",3,18.18,"MEDIO"
"Antioquia","Apartadó","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2014","Diciembre",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Enero",2,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Febrero",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Mayo",2,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Julio",2,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Septiembre",2,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Octubre",2,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2015","Diciembre",2,0,"SIN RIESGO"
"Antioquia","Apartadó","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2016","Mayo",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Apartadó","2016","Julio",9,0,"SIN RIESGO"
"Antioquia","Apartadó","2016","Agosto",12,0.1,"SIN RIESGO"
"Antioquia","Apartadó","2016","Septiembre",13,0,"SIN RIESGO"
"Antioquia","Apartadó","2016","Octubre",11,2.41,"SIN RIESGO"
"Antioquia","Apartadó","2016","Noviembre",12,0,"SIN RIESGO"
"Antioquia","Apartadó","2016","Diciembre",9,0,"SIN RIESGO"
"Antioquia","Arboletes","2014","Febrero",1,1.76,"SIN RIESGO"
"Antioquia","Arboletes","2014","Marzo",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2014","Abril",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2014","Mayo",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2014","Junio",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2014","Noviembre",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2014","Diciembre",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Enero",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Febrero",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Marzo",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Abril",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Mayo",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Junio",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Julio",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Agosto",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Septiembre",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Octubre",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2015","Noviembre",1,3.68,"SIN RIESGO"
"Antioquia","Arboletes","2016","Marzo",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2016","Abril",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2016","Junio",1,0,"SIN RIESGO"
"Antioquia","Arboletes","2016","Julio",2,0,"SIN RIESGO"
"Antioquia","Arboletes","2016","Agosto",2,0,"SIN RIESGO"
"Antioquia","Arboletes","2016","Septiembre",3,0,"SIN RIESGO"
"Antioquia","Arboletes","2016","Octubre",4,0,"SIN RIESGO"
"Antioquia","Arboletes","2016","Noviembre",2,0,"SIN RIESGO"
"Antioquia","Arboletes","2016","Diciembre",3,0,"SIN RIESGO"
"Antioquia","Argelia","2014","Enero",6,77.41,"ALTO"
"Antioquia","Argelia","2014","Febrero",5,81.71,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2014","Marzo",6,97.34,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2014","Abril",6,75.48,"ALTO"
"Antioquia","Argelia","2014","Mayo",2,70.96,"ALTO"
"Antioquia","Argelia","2014","Junio",6,97.34,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2014","Noviembre",6,75.48,"ALTO"
"Antioquia","Argelia","2014","Diciembre",6,76.12,"ALTO"
"Antioquia","Argelia","2015","Enero",6,78.7,"ALTO"
"Antioquia","Argelia","2015","Febrero",6,81.28,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2015","Marzo",1,78.7,"ALTO"
"Antioquia","Argelia","2015","Abril",6,70.96,"ALTO"
"Antioquia","Argelia","2015","Mayo",6,66.88,"ALTO"
"Antioquia","Argelia","2015","Junio",5,96.38,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2015","Julio",6,70.96,"ALTO"
"Antioquia","Argelia","2015","Agosto",6,70.1,"ALTO"
"Antioquia","Argelia","2015","Septiembre",6,97.34,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2015","Octubre",6,72.25,"ALTO"
"Antioquia","Argelia","2015","Noviembre",6,76.07,"ALTO"
"Antioquia","Argelia","2016","Marzo",1,53.09,"ALTO"
"Antioquia","Argelia","2016","Junio",1,97.34,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2016","Julio",18,88.55,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2016","Agosto",18,93.06,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2016","Septiembre",18,88.55,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2016","Octubre",20,91.75,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2016","Noviembre",4,90.01,"INVIABLE SANITARIAMENTE"
"Antioquia","Argelia","2016","Diciembre",4,90.93,"INVIABLE SANITARIAMENTE"
"Antioquia","Armenia","2014","Enero",1,0,"SIN RIESGO"
