"Departamento","Municipio","Año","Mes","TotalMuestras","IRCA","Riesgo"
"Boyacá","San Mateo","2016","Septiembre",3,20.86,"MEDIO"
"Boyacá","San Mateo","2016","Octubre",2,28.66,"MEDIO"
"Boyacá","San Mateo","2016","Noviembre",4,26.13,"MEDIO"
"Boyacá","San Miguel De Sema","2014","Marzo",1,18.4,"MEDIO"
"Boyacá","San Miguel De Sema","2014","Mayo",1,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2014","Junio",1,18.4,"MEDIO"
"Boyacá","San Miguel De Sema","2014","Julio",2,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2014","Agosto",2,18.4,"MEDIO"
"Boyacá","San Miguel De Sema","2014","Octubre",2,9.32,"BAJO"
"Boyacá","San Miguel De Sema","2014","Noviembre",2,22.36,"MEDIO"
"Boyacá","San Miguel De Sema","2015","Marzo",2,25.45,"MEDIO"
"Boyacá","San Miguel De Sema","2015","Abril",1,43.1,"ALTO"
"Boyacá","San Miguel De Sema","2015","Mayo",2,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2015","Junio",2,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2015","Julio",1,1.76,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2015","Agosto",2,13.33,"BAJO"
"Boyacá","San Miguel De Sema","2015","Octubre",2,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2015","Noviembre",1,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2016","Marzo",1,3.44,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2016","Abril",2,10,"BAJO"
"Boyacá","San Miguel De Sema","2016","Mayo",2,23.93,"MEDIO"
"Boyacá","San Miguel De Sema","2016","Junio",1,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2016","Julio",2,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2016","Agosto",2,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2016","Octubre",2,0,"SIN RIESGO"
"Boyacá","San Miguel De Sema","2016","Noviembre",2,0,"SIN RIESGO"
"Boyacá","San Pablo De Borbur","2014","Marzo",1,1.23,"SIN RIESGO"
"Boyacá","San Pablo De Borbur","2014","Abril",1,0,"SIN RIESGO"
"Boyacá","San Pablo De Borbur","2014","Mayo",1,1.18,"SIN RIESGO"
"Boyacá","San Pablo De Borbur","2014","Junio",3,41.31,"ALTO"
"Boyacá","San Pablo De Borbur","2014","Julio",2,49.08,"ALTO"
"Boyacá","San Pablo De Borbur","2014","Agosto",3,31.08,"MEDIO"
"Boyacá","San Pablo De Borbur","2014","Septiembre",3,23.19,"MEDIO"
"Boyacá","San Pablo De Borbur","2014","Diciembre",3,29.4,"MEDIO"
"Boyacá","San Pablo De Borbur","2015","Mayo",3,28.34,"MEDIO"
"Boyacá","San Pablo De Borbur","2015","Junio",3,36.77,"ALTO"
"Boyacá","San Pablo De Borbur","2015","Julio",1,19.16,"MEDIO"
"Boyacá","San Pablo De Borbur","2015","Agosto",1,0,"SIN RIESGO"
"Boyacá","San Pablo De Borbur","2015","Septiembre",3,22.77,"MEDIO"
"Boyacá","San Pablo De Borbur","2015","Octubre",3,28.98,"MEDIO"
"Boyacá","San Pablo De Borbur","2015","Noviembre",3,29.35,"MEDIO"
"Boyacá","San Pablo De Borbur","2016","Marzo",1,1.21,"SIN RIESGO"
"Boyacá","San Pablo De Borbur","2016","Abril",3,58.33,"ALTO"
"Boyacá","San Pablo De Borbur","2016","Mayo",3,44.99,"ALTO"
"Boyacá","San Pablo De Borbur","2016","Junio",2,42.42,"ALTO"
"Boyacá","San Pablo De Borbur","2016","Julio",2,33.73,"MEDIO"
"Boyacá","San Pablo De Borbur","2016","Agosto",3,45.39,"ALTO"
"Boyacá","San Pablo De Borbur","2016","Noviembre",2,19.35,"MEDIO"
"Boyacá","Santa María","2014","Marzo",1,18.4,"MEDIO"
"Boyacá","Santa María","2014","Mayo",1,0,"SIN RIESGO"
"Boyacá","Santa María","2014","Junio",2,42.95,"ALTO"
"Boyacá","Santa María","2014","Julio",2,33.74,"MEDIO"
"Boyacá","Santa María","2014","Agosto",2,33.74,"MEDIO"
"Boyacá","Santa María","2014","Septiembre",2,59,"ALTO"
"Boyacá","Santa María","2014","Noviembre",1,0,"SIN RIESGO"
"Boyacá","Santa María","2015","Marzo",2,33.33,"MEDIO"
"Boyacá","Santa María","2015","Mayo",2,33.74,"MEDIO"
"Boyacá","Santa María","2015","Junio",2,42.42,"ALTO"
"Boyacá","Santa María","2015","Julio",2,33.13,"MEDIO"
"Boyacá","Santa María","2015","Agosto",2,9.04,"BAJO"
"Boyacá","Santa María","2015","Septiembre",2,40.11,"ALTO"
"Boyacá","Santa María","2015","Octubre",2,18.63,"MEDIO"
"Boyacá","Santa María","2015","Noviembre",1,0,"SIN RIESGO"
"Boyacá","Santa María","2016","Marzo",1,0,"SIN RIESGO"
"Boyacá","Santa María","2016","Abril",2,34.38,"MEDIO"
"Boyacá","Santa María","2016","Mayo",2,34.16,"MEDIO"
"Boyacá","Santa María","2016","Junio",1,17.75,"MEDIO"
"Boyacá","Santa María","2016","Julio",1,0,"SIN RIESGO"
"Boyacá","Santa María","2016","Agosto",2,0,"SIN RIESGO"
"Boyacá","Santa María","2016","Septiembre",2,44.97,"ALTO"
"Boyacá","Santa María","2016","Octubre",3,29.72,"MEDIO"
"Boyacá","Santa María","2016","Noviembre",2,35.48,"ALTO"
"Boyacá","Santa María","2016","Diciembre",2,35.48,"ALTO"
"Boyacá","Santa Rosa De Viterbo","2014","Febrero",1,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2014","Marzo",2,46.63,"ALTO"
"Boyacá","Santa Rosa De Viterbo","2014","Abril",3,11.04,"BAJO"
"Boyacá","Santa Rosa De Viterbo","2014","Junio",2,24.54,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2014","Julio",2,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2014","Agosto",2,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2014","Septiembre",3,31.08,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2014","Octubre",3,0.62,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2014","Noviembre",3,0.61,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2014","Diciembre",1,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2015","Febrero",2,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2015","Marzo",2,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2015","Abril",3,11.49,"BAJO"
"Boyacá","Santa Rosa De Viterbo","2015","Mayo",2,32.93,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2015","Junio",2,33.74,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2015","Julio",2,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2015","Agosto",1,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2015","Septiembre",3,31.47,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2015","Octubre",3,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2015","Noviembre",1,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2015","Diciembre",1,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2016","Marzo",1,89.08,"INVIABLE SANITARIAMENTE"
"Boyacá","Santa Rosa De Viterbo","2016","Abril",2,22.5,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2016","Mayo",1,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2016","Junio",3,0,"SIN RIESGO"
"Boyacá","Santa Rosa De Viterbo","2016","Julio",3,30.71,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2016","Agosto",6,24.15,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2016","Septiembre",6,20.82,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2016","Octubre",4,17.52,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2016","Noviembre",5,23.48,"MEDIO"
"Boyacá","Santa Rosa De Viterbo","2016","Diciembre",1,19.35,"MEDIO"
"Boyacá","Santa Sofía","2014","Marzo",1,25.77,"MEDIO"
"Boyacá","Santa Sofía","2014","Abril",1,7.36,"BAJO"
"Boyacá","Santa Sofía","2014","Mayo",1,18.4,"MEDIO"
"Boyacá","Santa Sofía","2014","Junio",3,37.22,"ALTO"
"Boyacá","Santa Sofía","2014","Julio",2,65.65,"ALTO"
"Boyacá","Santa Sofía","2014","Septiembre",1,0,"SIN RIESGO"
"Boyacá","Santa Sofía","2014","Octubre",3,67.08,"ALTO"
"Boyacá","Santa Sofía","2014","Noviembre",1,0,"SIN RIESGO"
"Boyacá","Santa Sofía","2014","Diciembre",4,81.9,"INVIABLE SANITARIAMENTE"
"Boyacá","Santa Sofía","2015","Marzo",1,0,"SIN RIESGO"
"Boyacá","Santa Sofía","2015","Abril",2,88.48,"INVIABLE SANITARIAMENTE"
"Boyacá","Santa Sofía","2015","Mayo",3,60.67,"ALTO"
"Boyacá","Santa Sofía","2015","Junio",2,79.39,"ALTO"
"Boyacá","Santa Sofía","2015","Julio",2,72.64,"ALTO"
"Boyacá","Santa Sofía","2015","Agosto",3,71.96,"ALTO"
"Boyacá","Santa Sofía","2015","Septiembre",2,63.58,"ALTO"
"Boyacá","Santa Sofía","2015","Octubre",2,36.8,"ALTO"
"Boyacá","Santa Sofía","2015","Noviembre",1,18.4,"MEDIO"
"Boyacá","Santa Sofía","2016","Marzo",1,18.29,"MEDIO"
"Boyacá","Santa Sofía","2016","Abril",2,60.6,"ALTO"
"Boyacá","Santa Sofía","2016","Mayo",3,40.65,"ALTO"
"Boyacá","Santa Sofía","2016","Junio",3,56.68,"ALTO"
"Boyacá","Santa Sofía","2016","Julio",3,46.37,"ALTO"
"Boyacá","Santa Sofía","2016","Agosto",5,39.51,"ALTO"
"Boyacá","Santa Sofía","2016","Septiembre",5,46.93,"ALTO"
"Boyacá","Santa Sofía","2016","Octubre",3,42.88,"ALTO"
"Boyacá","Santa Sofía","2016","Noviembre",3,65.37,"ALTO"
"Boyacá","Santa Sofía","2016","Diciembre",1,90.32,"INVIABLE SANITARIAMENTE"
"Boyacá","Santana","2014","Marzo",1,1.23,"SIN RIESGO"
"Boyacá","Santana","2014","Mayo",1,19.63,"MEDIO"
"Boyacá","Santana","2014","Junio",2,47.24,"ALTO"
"Boyacá","Santana","2014","Julio",3,31.49,"MEDIO"
"Boyacá","Santana","2014","Agosto",2,9.2,"BAJO"
"Boyacá","Santana","2014","Septiembre",2,44.17,"ALTO"
"Boyacá","Santana","2014","Octubre",2,34.78,"MEDIO"
"Boyacá","Santana","2015","Abril",2,53.16,"ALTO"
"Boyacá","Santana","2015","Mayo",2,46.63,"ALTO"
"Boyacá","Santana","2015","Junio",3,30.63,"MEDIO"
"Boyacá","Santana","2015","Julio",1,19.41,"MEDIO"
"Boyacá","Santana","2015","Agosto",2,42.77,"ALTO"
"Boyacá","Santana","2015","Septiembre",1,49.68,"ALTO"
"Boyacá","Santana","2015","Octubre",2,19.02,"MEDIO"
"Boyacá","Santana","2015","Noviembre",2,79.14,"ALTO"
"Boyacá","Santana","2016","Marzo",1,0,"SIN RIESGO"
"Boyacá","Santana","2016","Abril",1,18.18,"MEDIO"
"Boyacá","Santana","2016","Mayo",2,43.29,"ALTO"
"Boyacá","Santana","2016","Junio",1,17.96,"MEDIO"
"Boyacá","Santana","2016","Julio",4,33.86,"MEDIO"
"Boyacá","Santana","2016","Agosto",2,34.16,"MEDIO"
"Boyacá","Santana","2016","Septiembre",3,32.69,"MEDIO"
"Boyacá","Santana","2016","Octubre",4,45.86,"ALTO"
"Boyacá","Santana","2016","Noviembre",3,32.69,"MEDIO"
"Boyacá","Sativanorte","2014","Marzo",1,18.4,"MEDIO"
"Boyacá","Sativanorte","2014","Abril",2,18.41,"MEDIO"
"Boyacá","Sativanorte","2014","Mayo",1,18.4,"MEDIO"
"Boyacá","Sativanorte","2014","Junio",2,18.41,"MEDIO"
"Boyacá","Sativanorte","2014","Agosto",1,67.48,"ALTO"
"Boyacá","Sativanorte","2014","Septiembre",2,42.94,"ALTO"
"Boyacá","Sativanorte","2014","Octubre",1,0,"SIN RIESGO"
"Boyacá","Sativanorte","2014","Diciembre",2,18.63,"MEDIO"
"Boyacá","Sativanorte","2015","Febrero",1,36.36,"ALTO"
"Boyacá","Sativanorte","2015","Marzo",1,0,"SIN RIESGO"
"Boyacá","Sativanorte","2015","Abril",2,37.89,"ALTO"
"Boyacá","Sativanorte","2015","Mayo",1,0,"SIN RIESGO"
"Boyacá","Sativanorte","2015","Junio",2,18.18,"MEDIO"
"Boyacá","Sativanorte","2015","Julio",2,32.35,"MEDIO"
"Boyacá","Sativanorte","2015","Septiembre",2,34.16,"MEDIO"
"Boyacá","Sativanorte","2015","Octubre",2,34.16,"MEDIO"
"Boyacá","Sativanorte","2015","Noviembre",1,18.4,"MEDIO"
"Boyacá","Sativanorte","2016","Marzo",1,0,"SIN RIESGO"
"Boyacá","Sativanorte","2016","Abril",2,51.51,"ALTO"
"Boyacá","Sativanorte","2016","Mayo",2,67.44,"ALTO"
"Boyacá","Sativanorte","2016","Junio",2,34.16,"MEDIO"
"Boyacá","Sativanorte","2016","Julio",2,33.33,"MEDIO"
"Boyacá","Sativanorte","2016","Agosto",2,34.59,"MEDIO"
"Boyacá","Sativanorte","2016","Septiembre",1,18.4,"MEDIO"
"Boyacá","Sativanorte","2016","Octubre",2,48.4,"ALTO"
"Boyacá","Sativanorte","2016","Noviembre",2,35.48,"ALTO"
"Boyacá","Sativasur","2014","Marzo",1,0,"SIN RIESGO"
"Boyacá","Sativasur","2014","Abril",1,67.48,"ALTO"
"Boyacá","Sativasur","2014","Mayo",2,44.17,"ALTO"
"Boyacá","Sativasur","2014","Junio",2,42.94,"ALTO"
"Boyacá","Sativasur","2014","Julio",3,23.06,"MEDIO"
"Boyacá","Sativasur","2014","Septiembre",2,8.98,"BAJO"
"Boyacá","Sativasur","2014","Octubre",2,34.16,"MEDIO"
"Boyacá","Sativasur","2014","Noviembre",2,0,"SIN RIESGO"
"Boyacá","Sativasur","2014","Diciembre",1,0,"SIN RIESGO"
"Boyacá","Sativasur","2015","Marzo",2,9.09,"BAJO"
"Boyacá","Sativasur","2015","Abril",2,0,"SIN RIESGO"
"Boyacá","Sativasur","2015","Mayo",1,17.34,"MEDIO"
"Boyacá","Sativasur","2015","Junio",2,0,"SIN RIESGO"
"Boyacá","Sativasur","2015","Julio",2,8.82,"BAJO"
"Boyacá","Sativasur","2015","Agosto",2,18.53,"MEDIO"
"Boyacá","Sativasur","2015","Septiembre",2,31.79,"MEDIO"
"Boyacá","Sativasur","2015","Octubre",2,27.61,"MEDIO"
"Boyacá","Sativasur","2015","Noviembre",1,0,"SIN RIESGO"
"Boyacá","Sativasur","2016","Marzo",1,0,"SIN RIESGO"
"Boyacá","Sativasur","2016","Abril",2,28.13,"MEDIO"
"Boyacá","Sativasur","2016","Mayo",2,18.4,"MEDIO"
"Boyacá","Sativasur","2016","Junio",2,0,"SIN RIESGO"
"Boyacá","Sativasur","2016","Agosto",2,0,"SIN RIESGO"
"Boyacá","Sativasur","2016","Septiembre",1,22.08,"MEDIO"
"Boyacá","Sativasur","2016","Octubre",2,19.1,"MEDIO"
"Boyacá","Sativasur","2016","Diciembre",2,45.16,"ALTO"
"Boyacá","Siachoque","2014","Febrero",1,0,"SIN RIESGO"
"Boyacá","Siachoque","2014","Abril",1,0,"SIN RIESGO"
"Boyacá","Siachoque","2014","Mayo",1,0,"SIN RIESGO"
"Boyacá","Siachoque","2014","Junio",2,22.09,"MEDIO"
"Boyacá","Siachoque","2014","Julio",2,50.31,"ALTO"
"Boyacá","Siachoque","2014","Agosto",2,12.88,"BAJO"
"Boyacá","Siachoque","2014","Septiembre",2,59.51,"ALTO"
"Boyacá","Siachoque","2014","Octubre",2,65.83,"ALTO"
"Boyacá","Siachoque","2014","Noviembre",2,58.78,"ALTO"
"Boyacá","Siachoque","2014","Diciembre",2,0,"SIN RIESGO"
"Boyacá","Siachoque","2015","Marzo",2,67.88,"ALTO"
"Boyacá","Siachoque","2015","Abril",3,9.19,"BAJO"
"Boyacá","Siachoque","2015","Mayo",3,22.49,"MEDIO"
"Boyacá","Siachoque","2015","Junio",3,25.45,"MEDIO"
"Boyacá","Siachoque","2015","Julio",2,83.23,"INVIABLE SANITARIAMENTE"
"Boyacá","Siachoque","2015","Agosto",1,1.16,"SIN RIESGO"
"Boyacá","Siachoque","2015","Septiembre",3,33.9,"MEDIO"
"Boyacá","Siachoque","2015","Octubre",2,70.12,"ALTO"
"Boyacá","Siachoque","2015","Noviembre",2,45.28,"ALTO"
"Boyacá","Siachoque","2016","Marzo",1,0,"SIN RIESGO"
"Boyacá","Siachoque","2016","Abril",3,64.58,"ALTO"
"Boyacá","Siachoque","2016","Mayo",2,58.14,"ALTO"
"Boyacá","Siachoque","2016","Junio",3,20.75,"MEDIO"
"Boyacá","Siachoque","2016","Julio",3,6.21,"BAJO"
"Boyacá","Siachoque","2016","Agosto",4,46.76,"ALTO"
"Boyacá","Siachoque","2016","Septiembre",3,29.35,"MEDIO"
"Boyacá","Siachoque","2016","Octubre",3,11.46,"BAJO"
"Boyacá","Siachoque","2016","Noviembre",3,35.26,"ALTO"
"Boyacá","Soatá","2014","Febrero",1,1.89,"SIN RIESGO"
"Boyacá","Soatá","2014","Marzo",1,0,"SIN RIESGO"
"Boyacá","Soatá","2014","Mayo",2,42.95,"ALTO"
"Boyacá","Soatá","2014","Junio",2,46.63,"ALTO"
"Boyacá","Soatá","2014","Julio",2,33.74,"MEDIO"
"Boyacá","Soatá","2014","Agosto",2,42.94,"ALTO"
"Boyacá","Soatá","2014","Septiembre",1,93.25,"INVIABLE SANITARIAMENTE"
"Boyacá","Soatá","2014","Octubre",2,43.48,"ALTO"
"Boyacá","Soatá","2014","Noviembre",3,59.71,"ALTO"
"Boyacá","Soatá","2015","Febrero",1,0,"SIN RIESGO"
"Boyacá","Soatá","2015","Marzo",2,47.2,"ALTO"
"Boyacá","Soatá","2015","Abril",1,94.4,"INVIABLE SANITARIAMENTE"
"Boyacá","Soatá","2015","Mayo",3,28.63,"MEDIO"
"Boyacá","Soatá","2015","Junio",3,35.05,"MEDIO"
"Boyacá","Soatá","2015","Julio",2,41.18,"ALTO"
"Boyacá","Soatá","2015","Agosto",3,33.92,"MEDIO"
"Boyacá","Soatá","2015","Septiembre",2,34.16,"MEDIO"
"Boyacá","Soatá","2015","Octubre",4,48.47,"ALTO"
"Boyacá","Soatá","2015","Noviembre",2,46.63,"ALTO"
"Boyacá","Soatá","2016","Marzo",2,41.09,"ALTO"
"Boyacá","Soatá","2016","Abril",3,29.63,"MEDIO"
"Boyacá","Soatá","2016","Mayo",4,21.8,"MEDIO"
"Boyacá","Soatá","2016","Julio",2,46.67,"ALTO"
"Boyacá","Soatá","2016","Agosto",4,34.39,"MEDIO"
"Boyacá","Soatá","2016","Septiembre",5,33.96,"MEDIO"
"Boyacá","Soatá","2016","Octubre",3,32.27,"MEDIO"
"Boyacá","Soatá","2016","Noviembre",5,52.38,"ALTO"
"Boyacá","Soatá","2016","Diciembre",3,39.14,"ALTO"
"Boyacá","Socha","2014","Marzo",1,18.4,"MEDIO"
"Boyacá","Socha","2014","Mayo",1,0,"SIN RIESGO"
"Boyacá","Socha","2014","Junio",3,45.81,"ALTO"
"Boyacá","Socha","2014","Julio",2,61.35,"ALTO"
"Boyacá","Socha","2014","Agosto",2,33.74,"MEDIO"
"Boyacá","Socha","2014","Septiembre",4,38.82,"ALTO"
"Boyacá","Socha","2014","Noviembre",2,76.68,"ALTO"
"Boyacá","Socha","2014","Diciembre",2,34.16,"MEDIO"
"Boyacá","Socha","2015","Febrero",1,0,"SIN RIESGO"
"Boyacá","Socha","2015","Marzo",3,60.45,"ALTO"
"Boyacá","Socha","2015","Abril",2,33.33,"MEDIO"
"Boyacá","Socha","2015","Mayo",2,75.75,"ALTO"
"Boyacá","Socha","2015","Junio",4,51.84,"ALTO"
"Boyacá","Socha","2015","Julio",2,44.12,"ALTO"
"Boyacá","Socha","2015","Agosto",1,3.5,"SIN RIESGO"
"Boyacá","Socha","2015","Septiembre",2,57.8,"ALTO"
"Boyacá","Socha","2015","Octubre",1,18.63,"MEDIO"
"Boyacá","Socha","2015","Noviembre",2,72.33,"ALTO"
"Boyacá","Socha","2016","Marzo",1,0,"SIN RIESGO"
"Boyacá","Socha","2016","Abril",1,68.75,"ALTO"
"Boyacá","Socha","2016","Mayo",1,54.87,"ALTO"
"Boyacá","Socha","2016","Junio",2,75.15,"ALTO"
"Boyacá","Socha","2016","Julio",3,65.26,"ALTO"
"Boyacá","Socha","2016","Agosto",3,81.76,"INVIABLE SANITARIAMENTE"
"Boyacá","Socha","2016","Septiembre",4,46.17,"ALTO"
"Boyacá","Socha","2016","Octubre",3,42.46,"ALTO"
"Boyacá","Socha","2016","Noviembre",4,50,"ALTO"
"Boyacá","Socha","2016","Diciembre",1,46.45,"ALTO"
"Boyacá","Socotá","2014","Marzo",2,0,"SIN RIESGO"
"Boyacá","Socotá","2014","Abril",1,0,"SIN RIESGO"
"Boyacá","Socotá","2014","Mayo",1,0,"SIN RIESGO"
"Boyacá","Socotá","2014","Junio",3,51.12,"ALTO"
"Boyacá","Socotá","2014","Julio",3,47.03,"ALTO"
"Boyacá","Socotá","2014","Agosto",3,57.25,"ALTO"
"Boyacá","Socotá","2014","Septiembre",3,57.97,"ALTO"
"Boyacá","Socotá","2014","Noviembre",2,89.41,"INVIABLE SANITARIAMENTE"
"Boyacá","Socotá","2014","Diciembre",1,0,"SIN RIESGO"
"Boyacá","Socotá","2015","Marzo",3,52.93,"ALTO"
"Boyacá","Socotá","2015","Abril",2,32.18,"MEDIO"
"Boyacá","Socotá","2015","Mayo",2,39.55,"ALTO"
"Boyacá","Socotá","2015","Junio",3,48.89,"ALTO"
"Boyacá","Socotá","2015","Julio",2,42.17,"ALTO"
"Boyacá","Socotá","2015","Agosto",3,46.29,"ALTO"
"Boyacá","Socotá","2015","Octubre",3,51.76,"ALTO"
"Boyacá","Socotá","2015","Noviembre",3,51.12,"ALTO"
"Boyacá","Socotá","2016","Marzo",2,31.61,"MEDIO"
"Boyacá","Socotá","2016","Abril",2,32.16,"MEDIO"
"Boyacá","Socotá","2016","Mayo",3,60.21,"ALTO"
"Boyacá","Socotá","2016","Junio",3,56.56,"ALTO"
"Boyacá","Socotá","2016","Julio",3,34.34,"MEDIO"
"Boyacá","Socotá","2016","Agosto",3,59.45,"ALTO"
"Boyacá","Socotá","2016","Septiembre",2,44.59,"ALTO"
"Boyacá","Socotá","2016","Octubre",2,48.41,"ALTO"
"Boyacá","Socotá","2016","Noviembre",2,49.03,"ALTO"
"Boyacá","Sogamoso","2014","Febrero",3,0,"SIN RIESGO"
"Boyacá","Sogamoso","2014","Marzo",8,0,"SIN RIESGO"
"Boyacá","Sogamoso","2014","Abril",6,0,"SIN RIESGO"
"Boyacá","Sogamoso","2014","Mayo",7,0,"SIN RIESGO"
"Boyacá","Sogamoso","2014","Junio",3,65.85,"ALTO"
"Boyacá","Sogamoso","2014","Julio",4,35.28,"ALTO"
"Boyacá","Sogamoso","2014","Agosto",3,47.85,"ALTO"
"Boyacá","Sogamoso","2014","Septiembre",9,2.07,"SIN RIESGO"
"Boyacá","Sogamoso","2014","Octubre",4,31.05,"MEDIO"
"Boyacá","Sogamoso","2014","Noviembre",4,38.55,"ALTO"
"Boyacá","Sogamoso","2014","Diciembre",4,0,"SIN RIESGO"
"Boyacá","Sogamoso","2015","Febrero",7,0,"SIN RIESGO"
"Boyacá","Sogamoso","2015","Marzo",4,31.05,"MEDIO"
"Boyacá","Sogamoso","2015","Abril",3,40.8,"ALTO"
"Boyacá","Sogamoso","2015","Mayo",4,58.59,"ALTO"
"Boyacá","Sogamoso","2015","Junio",6,0,"SIN RIESGO"
"Boyacá","Sogamoso","2015","Julio",3,24.09,"MEDIO"
"Boyacá","Sogamoso","2015","Agosto",7,0,"SIN RIESGO"
"Boyacá","Sogamoso","2015","Septiembre",3,19.46,"MEDIO"
"Boyacá","Sogamoso","2015","Octubre",3,29.04,"MEDIO"
"Boyacá","Sogamoso","2015","Noviembre",7,0,"SIN RIESGO"
"Boyacá","Sogamoso","2015","Diciembre",4,0.92,"SIN RIESGO"
"Boyacá","Sogamoso","2016","Marzo",10,0,"SIN RIESGO"
"Boyacá","Sogamoso","2016","Abril",10,0,"SIN RIESGO"
"Boyacá","Sogamoso","2016","Mayo",3,55.89,"ALTO"
"Boyacá","Sogamoso","2016","Junio",4,18.56,"MEDIO"
"Boyacá","Sogamoso","2016","Julio",10,1.81,"SIN RIESGO"
"Boyacá","Sogamoso","2016","Agosto",14,7.54,"BAJO"
"Boyacá","Sogamoso","2016","Septiembre",10,14.14,"MEDIO"
"Boyacá","Sogamoso","2016","Octubre",12,9.02,"BAJO"
"Boyacá","Sogamoso","2016","Noviembre",14,21.29,"MEDIO"
"Boyacá","Sogamoso","2016","Diciembre",4,0,"SIN RIESGO"
"Boyacá","Somondoco","2014","Marzo",1,0,"SIN RIESGO"
"Boyacá","Somondoco","2014","Abril",1,0,"SIN RIESGO"
"Boyacá","Somondoco","2014","Mayo",1,0,"SIN RIESGO"
"Boyacá","Somondoco","2014","Junio",3,74.44,"ALTO"
"Boyacá","Somondoco","2014","Julio",3,28.63,"MEDIO"
"Boyacá","Somondoco","2014","Agosto",3,57.25,"ALTO"
"Boyacá","Somondoco","2014","Septiembre",3,51.76,"ALTO"
"Boyacá","Somondoco","2014","Noviembre",2,27.95,"MEDIO"
"Boyacá","Somondoco","2015","Marzo",3,44.44,"ALTO"
"Boyacá","Somondoco","2015","Abril",2,32.47,"MEDIO"
"Boyacá","Somondoco","2015","Mayo",2,87.57,"INVIABLE SANITARIAMENTE"
"Boyacá","Somondoco","2015","Junio",3,52.93,"ALTO"
"Boyacá","Somondoco","2015","Julio",3,57.25,"ALTO"
"Boyacá","Somondoco","2015","Agosto",2,25.83,"MEDIO"
"Boyacá","Somondoco","2015","Octubre",3,67.27,"ALTO"
"Boyacá","Somondoco","2015","Noviembre",3,89.3,"INVIABLE SANITARIAMENTE"
"Boyacá","Somondoco","2016","Marzo",1,0,"SIN RIESGO"
"Boyacá","Somondoco","2016","Abril",3,63.84,"ALTO"
"Boyacá","Somondoco","2016","Mayo",3,47.62,"ALTO"
"Boyacá","Somondoco","2016","Julio",3,50.5,"ALTO"
"Boyacá","Somondoco","2016","Agosto",3,52.41,"ALTO"
"Boyacá","Somondoco","2016","Septiembre",2,32.54,"MEDIO"
"Boyacá","Somondoco","2016","Diciembre",1,19.35,"MEDIO"
"Boyacá","Sora","2014","Marzo",1,1.23,"SIN RIESGO"
"Boyacá","Sora","2014","Mayo",1,1.23,"SIN RIESGO"
"Boyacá","Sora","2014","Junio",2,20.25,"MEDIO"
"Boyacá","Sora","2014","Julio",3,14.32,"MEDIO"
"Boyacá","Sora","2014","Agosto",2,9.2,"BAJO"
"Boyacá","Sora","2014","Septiembre",2,19.33,"MEDIO"
"Boyacá","Sora","2014","Noviembre",3,11.76,"BAJO"
"Boyacá","Sora","2014","Diciembre",2,0,"SIN RIESGO"
"Boyacá","Sora","2015","Marzo",3,25.85,"MEDIO"
"Boyacá","Sora","2015","Mayo",3,26.17,"MEDIO"
"Boyacá","Sora","2015","Junio",2,20.6,"MEDIO"
"Boyacá","Sora","2015","Julio",2,19.41,"MEDIO"
"Boyacá","Sora","2015","Agosto",3,29.23,"MEDIO"
