"Estacion","Temperatura","Vel_viento","Temp_max","Temp_min","Precipitacion","Fecha"
802140,24,9.26,28,19,0.508,2014-11-15
802140,22.5,6.8524,28,19,0,2014-11-16
802140,25.9444444444444,9.8156,30,19,0,2014-11-17
802140,25.3888888888889,9.0748,28,19.2222222222222,0,2014-11-18
802140,23.8888888888889,9.4452,28.8888888888889,19.1111111111111,0,2014-11-19
802140,23.2777777777778,7.408,27,19,0,2014-11-20
802140,23.8333333333333,6.8524,28,19,1.016,2014-11-21
802140,24.1666666666667,8.1488,27.6111111111111,19,1.016,2014-11-22
802140,25.2222222222222,7.2228,28.2222222222222,20.6111111111111,1.016,2014-11-23
802140,26.0555555555556,7.7784,30,19.2222222222222,0,2014-11-24
802140,24.7777777777778,5.9264,29.5,19.3888888888889,0,2014-11-25
802140,24.0555555555556,10.3712,27.7777777777778,20.7777777777778,0,2014-11-26
802140,23.8333333333333,8.334,27,19,1.016,2014-11-27
802140,25.4444444444444,6.8524,30,18.7777777777778,0.254,2014-11-28
802140,26.3333333333333,10.186,30.1111111111111,19.6111111111111,0,2014-11-29
802140,25.8888888888889,9.0748,30.6111111111111,21,0,2014-11-30
802140,27.1111111111111,8.8896,31,20.7777777777778,0,2014-12-01
802140,27.2777777777778,11.2972,31.2222222222222,19.6111111111111,0,2014-12-02
802140,27.1666666666667,9.8156,32.3888888888889,19.7777777777778,0,2014-12-03
802140,26.4444444444444,9.26,32.7222222222222,18.7777777777778,0,2014-12-04
802140,23.8333333333333,7.9636,30.3888888888889,18.8888888888889,20.066,2014-12-05
802140,23,7.0376,26.7777777777778,19.3888888888889,0,2014-12-06
802140,23.3333333333333,7.5932,26.7777777777778,19,28.956,2014-12-07
802140,24.0555555555556,8.5192,28,19.7777777777778,12.954,2014-12-08
802140,21.8888888888889,6.1116,28.1111111111111,19,2.032,2014-12-09
802140,23.5555555555556,6.8524,27,18.6111111111111,3.048,2014-12-10
802140,21.3333333333333,5.556,28.2777777777778,19,0.254,2014-12-11
802140,23.7222222222222,7.408,28,19,2.032,2014-12-12
802140,22.3888888888889,7.5932,28.3888888888889,19.6111111111111,7.112,2014-12-13
802140,23.5,9.0748,26.3888888888889,19.7777777777778,1.016,2014-12-14
802140,24,8.7044,27,19.3888888888889,0,2014-12-15
802140,23.6111111111111,6.2968,27.7777777777778,19,50.038,2014-12-16
802140,22.8333333333333,7.408,27,19.2222222222222,2.032,2014-12-17
802140,24.8333333333333,7.9636,28,19.7777777777778,13.97,2014-12-18
802140,24.7777777777778,7.2228,29,20.3888888888889,18.034,2014-12-19
802140,24.6666666666667,7.0376,29.1111111111111,20,43.942,2014-12-20
802140,24.0555555555556,7.0376,28.3888888888889,20.6111111111111,13.97,2014-12-21
802140,25.2222222222222,7.7784,29,19.7222222222222,5.08,2014-12-22
802140,25.0555555555556,10.3712,30,18.7777777777778,0,2014-12-23
802140,26.3888888888889,7.5932,30.6111111111111,19.5,0,2014-12-24
802140,24.2222222222222,7.9636,30.6111111111111,20,0.508,2014-12-25
802140,25.3333333333333,8.334,29,19.6111111111111,7.112,2014-12-26
802140,26.4444444444444,8.1488,30,19.3888888888889,0,2014-12-27
802140,26.4444444444444,7.7784,29.2777777777778,19.7777777777778,0,2014-12-28
802140,26.1666666666667,9.4452,30,19.6111111111111,0,2014-12-29
802140,25.7777777777778,9.6304,30,20,0,2014-12-30
802140,26.3888888888889,9.26,30.2777777777778,20.6111111111111,0,2014-12-31
802140,26.4444444444444,9.6304,30.6111111111111,20.3888888888889,0,2015-01-01
802140,27,8.334,30.7777777777778,20,0,2015-01-02
802140,26.8333333333333,10.9268,30.1111111111111,20,0,2015-01-03
802140,27.2222222222222,9.8156,30.7777777777778,20.3888888888889,0,2015-01-04
802140,26.6666666666667,8.7044,30.7777777777778,20.2222222222222,0,2015-01-05
802140,26.5555555555556,10.5564,30.7777777777778,20,0,2015-01-06
802140,26.4444444444444,12.964,30.7777777777778,18.7777777777778,0,2015-01-07
802140,25.6111111111111,9.0748,30.1111111111111,19.8888888888889,0,2015-01-08
802140,27.0555555555556,10.3712,31,20.7777777777778,0,2015-01-09
802140,26.7777777777778,10.3712,31.3888888888889,18.5,0,2015-01-10
802140,27.4444444444444,12.7788,30.7777777777778,19.5,0,2015-01-11
802140,28.0555555555556,10.7416,32,20.6111111111111,0,2015-01-12
802140,27.6111111111111,9.4452,32,21.7777777777778,0,2015-01-13
802140,26.1666666666667,7.5932,31.6111111111111,19.7777777777778,0,2015-01-14
802140,25.5,8.1488,30.7222222222222,20.6111111111111,0,2015-01-15
802140,25.8333333333333,8.5192,30.7222222222222,20,0.254,2015-01-16
802140,22.3333333333333,5.9264,29.7777777777778,18.6111111111111,12.954,2015-01-17
802140,23.4444444444444,7.408,27.3888888888889,19.7222222222222,10.922,2015-01-18
802140,23.2222222222222,7.5932,27.6111111111111,20,0,2015-01-19
802140,24.1666666666667,9.6304,27.7777777777778,19.6111111111111,17.018,2015-01-20
802140,22.5555555555556,8.334,27.1111111111111,19.2222222222222,0.508,2015-01-21
802140,22.0555555555556,6.482,27.2222222222222,19.3888888888889,1.016,2015-01-22
802140,23.6666666666667,5.556,27,20,4.064,2015-01-23
802140,21.8333333333333,5.1856,28,19.6111111111111,30.988,2015-01-24
802140,23.6666666666667,5.556,26.3888888888889,21,0,2015-01-25
802140,28.3888888888889,10.5564,29,27,0,2015-01-26
802140,23.9444444444444,9.0748,28,20,2539.746,2015-01-28
802140,25.1666666666667,7.7784,30,20,0,2015-01-29
802140,26.7222222222222,10.0008,30.1111111111111,20.1111111111111,0,2015-01-30
